from,coord,to,coord,distance_in_miles
Splash Mountain,"(28.4192429, -81.58504252640626)",Space Mountain,"(48.87407195, 2.779286235777686)",4531.9773494837555
Splash Mountain,"(28.4192429, -81.58504252640626)",Disneyland Monorail,"(33.812807, -117.9166715)",2173.8293413947486
Splash Mountain,"(28.4192429, -81.58504252640626)",Disneyland Railroad,"(48.872951, 2.7809789)",4532.072763901129
Splash Mountain,"(28.4192429, -81.58504252640626)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",2173.8583778656084
Splash Mountain,"(28.4192429, -81.58504252640626)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",4.4566402733933534
Splash Mountain,"(28.4192429, -81.58504252640626)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",2174.099557070853
Splash Mountain,"(28.4192429, -81.58504252640626)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",2174.196301280257
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.050007138205269475
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.20078737437094746
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",The Disney Gallery,"(33.8101946, -117.9184302)",0.2030938638557004
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.317691363952
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.08212648134834141
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.1587823082314
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.16799988447765604
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.09627745869036958
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.0860384969606
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.15053237864755875
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.09822298821369328
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.292860537747
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Splash Mountain,"(28.4192429, -81.58504252640626)",2174.0406576549094
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.03421417772436377
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.040626848039930094
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.0939181847816387
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.19217081629976537
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.18800657377395819
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.18263801034992486
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Minnie's House,"(33.81558355, -117.91901094992576)",0.214913890206883
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.22803854139194718
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.13734113861120628
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",It's a Small World,"(33.8153316, -117.91738182498915)",0.250355380371671
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.10331947374227532
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Pixie Hollow,"(33.812503, -117.9182845)",0.11905341214710724
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.07699055785773609
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.13939108859349497
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.09649669696608679
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Alice in Wonderland,"(33.8131608, -117.918366)",0.11871038917815933
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.14589446097914036
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.09360823697712826
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.13122924338152528
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.07166887206309551
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.15487647419520556
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Disneyland Monorail,"(33.812807, -117.9166715)",0.2114973837857619
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.18258040722525068
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.808391639534
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.18511049120156836
Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.19602350419463196
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.022295898155262135
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.19274131998687835
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",The Disney Gallery,"(33.8101946, -117.9184302)",0.19368736971477107
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.3381315271727
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.07652453309864146
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.1792224368314
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.13713015369933362
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.06884562793423665
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.106478074129
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.11916231778047934
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.07763578860943492
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.3133032321175
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Splash Mountain,"(28.4192429, -81.58504252640626)",2174.061098494078
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.03421417772436377
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.05284538239788421
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.06496539817333011
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.22606058817198862
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.22142542651841926
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.21496068671026825
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Minnie's House,"(33.81558355, -117.91901094992576)",0.24803812642371542
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.26225212248396373
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.1710094616402809
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",It's a Small World,"(33.8153316, -117.91738182498915)",0.2843825661238605
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.13444776101775666
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Pixie Hollow,"(33.812503, -117.9182845)",0.1397602785954579
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.10765970336824766
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.17158985865977686
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.1306226675467603
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Alice in Wonderland,"(33.8131608, -117.918366)",0.14749220845362251
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.17252604434129454
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.12601554444188245
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.16213118858928058
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.09931578927621897
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.17424820238826333
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Disneyland Monorail,"(33.812807, -117.9166715)",0.2345652100026332
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.20623466262293982
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.8287860951236
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.20654013829522827
Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.19942989397503408
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.07503519002749826
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.16258379971219333
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",The Disney Gallery,"(33.8101946, -117.9184302)",0.16552251685993838
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.285362136291
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.04649360953055987
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.1264530495228
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",0.15631370523095195
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.08323748655815073
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.0537087437683
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.16891241617951253
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.12975770766104544
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.2605335801
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Splash Mountain,"(28.4192429, -81.58504252640626)",2174.0083290334155
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.040626848039930094
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.05284538239788421
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.11730046389447266
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.20264472167805356
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.20174840334838132
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.20106218539422058
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Minnie's House,"(33.81558355, -117.91901094992576)",0.22958099065787507
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.23178618378261256
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.1511298508623042
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",It's a Small World,"(33.8153316, -117.91738182498915)",0.24954414421205812
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.09183777303421685
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Pixie Hollow,"(33.812503, -117.9182845)",0.08705593472856595
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.06606995505324091
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.13016185007386172
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.10192030228363509
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Alice in Wonderland,"(33.8131608, -117.918366)",0.1001152723264445
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.12227340196509737
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.08751742381052677
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.1178439554107973
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.05311295434073204
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.12140564555669409
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Disneyland Monorail,"(33.812807, -117.9166715)",0.1820690009962111
Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.1539991594483135
